User ID,Name,Email Address,Age,Gender,Membership Start Date,Membership End Date,Subscription Plan,Renewal Status,Engagement Level,Subscription Renewed
5257,Anna Henderson,drew11@gmail.com,21,Female,19-05-2024,05-09-2024,Annual,Auto-Renew,High,Not Renewed
4993,Jason Howell,susan12@patrick-gross.com,39,Male,28-02-2024,08-09-2024,Monthly,Manual,Low,Renewed
4158,Pamela Campbell,paul92@cruz-jacobs.biz,37,Female,07-06-2024,24-01-2025,Quarterly,Auto-Renew,Low,Not Renewed
3289,Austin King,megan58@irwin.com,42,Female,06-09-2023,12-11-2023,Annual,Manual,High,Renewed
3289,Austin King,megan58@irwin.com,42,Female,12-11-2023,17-03-2024,Annual,Manual,Medium,Not Renewed
3257,Brian Copeland,elizabeth71@fischer-lopez.info,38,Male,19-01-2024,21-05-2024,Monthly,Manual,Low,Not Renewed
3257,Brian Copeland,elizabeth71@fischer-lopez.info,38,Male,21-05-2024,28-09-2024,Annual,Manual,High,Renewed
3257,Brian Copeland,elizabeth71@fischer-lopez.info,38,Male,28-09-2024,09-10-2024,Quarterly,Auto-Renew,Medium,Renewed
3257,Brian Copeland,elizabeth71@fischer-lopez.info,38,Male,09-10-2024,18-10-2024,Annual,Manual,Low,Renewed
3257,Brian Copeland,elizabeth71@fischer-lopez.info,38,Male,18-10-2024,01-12-2024,Monthly,Manual,Medium,Renewed
2437,David Kelly,austin20@hernandez.com,20,Male,07-11-2022,23-12-2022,Monthly,Manual,High,Not Renewed
2437,David Kelly,austin20@hernandez.com,20,Male,23-12-2022,04-03-2023,Quarterly,Manual,Medium,Renewed
2437,David Kelly,austin20@hernandez.com,20,Male,04-03-2023,21-08-2024,Annual,Auto-Renew,Low,Not Renewed
2437,David Kelly,austin20@hernandez.com,20,Male,21-08-2024,15-12-2024,Quarterly,Auto-Renew,High,Renewed
3296,Chelsea Marshall,ghuff@bowen.org,20,Female,01-09-2022,12-06-2023,Annual,Auto-Renew,Medium,Renewed
3296,Chelsea Marshall,ghuff@bowen.org,20,Female,12-06-2023,27-06-2024,Annual,Manual,Low,Renewed
3296,Chelsea Marshall,ghuff@bowen.org,20,Female,27-06-2024,23-08-2024,Monthly,Manual,High,Not Renewed
3296,Chelsea Marshall,ghuff@bowen.org,20,Female,23-08-2024,27-01-2025,Annual,Auto-Renew,High,Renewed
6419,Whitney Gill,lori71@peters.com,37,Male,23-08-2022,02-09-2024,Quarterly,Manual,Medium,Renewed
6591,Brenda Chen,bcampbell@alexander.com,28,Male,20-10-2024,08-01-2025,Quarterly,Manual,Low,Renewed
6591,Brenda Chen,bcampbell@alexander.com,28,Male,08-01-2025,21-03-2025,Quarterly,Manual,Medium,Renewed
6591,Brenda Chen,bcampbell@alexander.com,28,Male,21-03-2025,21-03-2025,Annual,Auto-Renew,Medium,Renewed
6591,Brenda Chen,bcampbell@alexander.com,28,Male,21-03-2025,21-03-2025,Annual,Manual,Medium,Renewed
6591,Brenda Chen,bcampbell@alexander.com,28,Male,21-03-2025,21-03-2025,Quarterly,Manual,High,Renewed
3718,Daniel Wright,cuevascindy@boyle-mendoza.com,38,Female,27-12-2022,27-01-2023,Monthly,Auto-Renew,Medium,Not Renewed
3718,Daniel Wright,cuevascindy@boyle-mendoza.com,38,Female,27-01-2023,14-03-2024,Monthly,Manual,Low,Renewed
3718,Daniel Wright,cuevascindy@boyle-mendoza.com,38,Female,14-03-2024,14-01-2025,Monthly,Auto-Renew,Medium,Renewed
6141,Amber Kim,millernancy@yahoo.com,38,Male,24-04-2022,21-12-2022,Quarterly,Manual,High,Renewed
6141,Amber Kim,millernancy@yahoo.com,38,Male,21-12-2022,05-11-2024,Annual,Auto-Renew,Low,Renewed
9256,Anne Cruz,ericafranco@gmail.com,35,Female,19-08-2024,10-11-2024,Quarterly,Manual,Low,Not Renewed
9256,Anne Cruz,ericafranco@gmail.com,35,Female,10-11-2024,20-01-2025,Monthly,Manual,Medium,Renewed
7817,Hunter Hayes,nicholas90@hotmail.com,30,Female,12-08-2024,30-01-2025,Annual,Auto-Renew,Medium,Renewed
7817,Hunter Hayes,nicholas90@hotmail.com,30,Female,30-01-2025,14-03-2025,Annual,Manual,High,Renewed
5365,David Wilson,baileycurtis@hotmail.com,19,Male,03-07-2024,24-09-2024,Annual,Manual,Low,Renewed
5365,David Wilson,baileycurtis@hotmail.com,19,Male,24-09-2024,24-10-2024,Quarterly,Auto-Renew,Low,Not Renewed
5365,David Wilson,baileycurtis@hotmail.com,19,Male,24-10-2024,26-10-2024,Quarterly,Auto-Renew,Low,Renewed
5365,David Wilson,baileycurtis@hotmail.com,19,Male,26-10-2024,08-12-2024,Annual,Auto-Renew,Low,Renewed
5365,David Wilson,baileycurtis@hotmail.com,19,Male,08-12-2024,10-01-2025,Monthly,Manual,Medium,Renewed
5452,Andrea Lozano,bryanelizabeth@hogan.com,23,Female,02-09-2023,03-08-2024,Annual,Auto-Renew,Low,Renewed
5452,Andrea Lozano,bryanelizabeth@hogan.com,23,Female,03-08-2024,17-11-2024,Quarterly,Manual,Low,Renewed
5452,Andrea Lozano,bryanelizabeth@hogan.com,23,Female,17-11-2024,18-03-2025,Quarterly,Auto-Renew,High,Not Renewed
5452,Andrea Lozano,bryanelizabeth@hogan.com,23,Female,18-03-2025,20-03-2025,Monthly,Manual,Low,Not Renewed
5452,Andrea Lozano,bryanelizabeth@hogan.com,23,Female,20-03-2025,20-03-2025,Quarterly,Auto-Renew,Medium,Renewed
2099,Amy Cervantes,laurielopez@gmail.com,31,Male,30-04-2022,18-08-2024,Monthly,Manual,Low,Renewed
2099,Amy Cervantes,laurielopez@gmail.com,31,Male,18-08-2024,26-02-2025,Annual,Manual,Low,Renewed
2099,Amy Cervantes,laurielopez@gmail.com,31,Male,26-02-2025,03-03-2025,Annual,Manual,High,Renewed
2099,Amy Cervantes,laurielopez@gmail.com,31,Male,03-03-2025,06-03-2025,Annual,Auto-Renew,Medium,Not Renewed
5664,Natasha Howell,jimmy08@yahoo.com,41,Female,11-11-2023,27-02-2024,Quarterly,Auto-Renew,Low,Not Renewed
4558,Bonnie Cummings,davisteresa@alexander.org,20,Male,06-06-2023,18-11-2024,Annual,Auto-Renew,High,Renewed
4558,Bonnie Cummings,davisteresa@alexander.org,20,Male,18-11-2024,14-02-2025,Monthly,Manual,Low,Renewed
4558,Bonnie Cummings,davisteresa@alexander.org,20,Male,14-02-2025,08-03-2025,Quarterly,Manual,High,Renewed
4558,Bonnie Cummings,davisteresa@alexander.org,20,Male,08-03-2025,18-03-2025,Quarterly,Manual,High,Renewed
4558,Bonnie Cummings,davisteresa@alexander.org,20,Male,18-03-2025,20-03-2025,Quarterly,Auto-Renew,Low,Renewed
4318,Darren Owens,brownjason@johnson.com,19,Male,06-08-2022,24-06-2023,Annual,Manual,High,Renewed
4318,Darren Owens,brownjason@johnson.com,19,Male,24-06-2023,18-09-2023,Monthly,Auto-Renew,Low,Renewed
4318,Darren Owens,brownjason@johnson.com,19,Male,18-09-2023,16-11-2023,Annual,Manual,Low,Not Renewed
4318,Darren Owens,brownjason@johnson.com,19,Male,16-11-2023,06-01-2024,Monthly,Manual,High,Renewed
4318,Darren Owens,brownjason@johnson.com,19,Male,06-01-2024,04-07-2024,Monthly,Manual,Low,Renewed
3181,Jill Boyle,cynthiawilliams@walker-gallagher.com,49,Female,22-02-2023,19-04-2023,Monthly,Auto-Renew,Low,Not Renewed
3181,Jill Boyle,cynthiawilliams@walker-gallagher.com,49,Female,19-04-2023,27-06-2023,Quarterly,Manual,Low,Renewed
7710,Deborah Davis DDS,chernandez@jordan.com,21,Male,24-10-2022,25-11-2023,Monthly,Manual,Medium,Renewed
7710,Deborah Davis DDS,chernandez@jordan.com,21,Male,25-11-2023,15-07-2024,Annual,Auto-Renew,Medium,Renewed
7710,Deborah Davis DDS,chernandez@jordan.com,21,Male,15-07-2024,04-01-2025,Annual,Manual,Low,Renewed
7710,Deborah Davis DDS,chernandez@jordan.com,21,Male,04-01-2025,05-02-2025,Annual,Auto-Renew,Medium,Renewed
7710,Deborah Davis DDS,chernandez@jordan.com,21,Male,05-02-2025,06-02-2025,Monthly,Auto-Renew,Medium,Not Renewed
5410,Jessica Edwards,george77@wise-reese.net,23,Male,15-07-2022,29-08-2023,Monthly,Auto-Renew,Low,Not Renewed
5410,Jessica Edwards,george77@wise-reese.net,23,Male,29-08-2023,18-01-2025,Monthly,Manual,Low,Not Renewed
5410,Jessica Edwards,george77@wise-reese.net,23,Male,18-01-2025,27-01-2025,Quarterly,Auto-Renew,High,Renewed
5410,Jessica Edwards,george77@wise-reese.net,23,Male,27-01-2025,19-03-2025,Annual,Auto-Renew,Low,Renewed
5410,Jessica Edwards,george77@wise-reese.net,23,Male,19-03-2025,19-03-2025,Quarterly,Auto-Renew,Low,Renewed
1732,Bruce Quinn,amandagomez@hotmail.com,33,Male,30-04-2022,11-02-2023,Quarterly,Auto-Renew,Medium,Renewed
1732,Bruce Quinn,amandagomez@hotmail.com,33,Male,11-02-2023,31-03-2024,Quarterly,Auto-Renew,Medium,Renewed
1732,Bruce Quinn,amandagomez@hotmail.com,33,Male,31-03-2024,06-11-2024,Monthly,Manual,High,Not Renewed
1732,Bruce Quinn,amandagomez@hotmail.com,33,Male,06-11-2024,24-01-2025,Annual,Auto-Renew,Medium,Renewed
1732,Bruce Quinn,amandagomez@hotmail.com,33,Male,24-01-2025,24-02-2025,Monthly,Auto-Renew,Low,Not Renewed
4826,Thomas Cross,cassandraduke@gmail.com,53,Male,26-11-2024,17-03-2025,Quarterly,Manual,Low,Renewed
5861,Dr. Donald Fields DVM,jimmygardner@gmail.com,31,Female,03-07-2024,26-09-2024,Annual,Manual,Medium,Not Renewed
5861,Dr. Donald Fields DVM,jimmygardner@gmail.com,31,Female,26-09-2024,30-10-2024,Monthly,Auto-Renew,High,Renewed
5861,Dr. Donald Fields DVM,jimmygardner@gmail.com,31,Female,30-10-2024,17-02-2025,Monthly,Auto-Renew,High,Not Renewed
6751,Andrew Chavez,austinclark@hotmail.com,48,Male,31-01-2023,14-03-2024,Monthly,Auto-Renew,Medium,Not Renewed
3569,Sabrina Sims,lewischristina@hotmail.com,56,Female,14-09-2024,28-01-2025,Quarterly,Manual,Low,Renewed
9839,David Cochran,cheryl56@zimmerman-carroll.com,62,Female,24-07-2022,20-05-2024,Quarterly,Auto-Renew,High,Renewed
9839,David Cochran,cheryl56@zimmerman-carroll.com,62,Female,20-05-2024,07-07-2024,Annual,Manual,Low,Renewed
9839,David Cochran,cheryl56@zimmerman-carroll.com,62,Female,07-07-2024,07-10-2024,Annual,Manual,Medium,Renewed
9839,David Cochran,cheryl56@zimmerman-carroll.com,62,Female,07-10-2024,16-11-2024,Quarterly,Manual,Low,Renewed
9810,Barry Barr,brandyperez@yahoo.com,19,Female,05-06-2024,15-06-2024,Monthly,Auto-Renew,Medium,Not Renewed
9810,Barry Barr,brandyperez@yahoo.com,19,Female,15-06-2024,19-06-2024,Annual,Manual,High,Not Renewed
6923,Cynthia Rivera,campbellwilliam@gmail.com,52,Male,09-12-2022,15-10-2024,Quarterly,Manual,Medium,Renewed
6923,Cynthia Rivera,campbellwilliam@gmail.com,52,Male,15-10-2024,16-03-2025,Quarterly,Auto-Renew,Low,Renewed
6923,Cynthia Rivera,campbellwilliam@gmail.com,52,Male,16-03-2025,19-03-2025,Annual,Manual,Medium,Not Renewed
1970,Alexander Daniel,masoncarroll@gmail.com,63,Male,31-08-2022,02-04-2023,Monthly,Manual,Low,Not Renewed
1970,Alexander Daniel,masoncarroll@gmail.com,63,Male,02-04-2023,17-10-2023,Annual,Auto-Renew,Medium,Renewed
1970,Alexander Daniel,masoncarroll@gmail.com,63,Male,17-10-2023,12-08-2024,Annual,Auto-Renew,High,Renewed
2444,Laura Simmons,xlyons@hotmail.com,29,Female,18-11-2023,30-06-2024,Quarterly,Auto-Renew,Low,Renewed
8886,Matthew Harvey,andersonbrian@butler.org,34,Female,19-03-2025,19-03-2025,Annual,Auto-Renew,Low,Not Renewed
8886,Matthew Harvey,andersonbrian@butler.org,34,Female,19-03-2025,19-03-2025,Annual,Manual,High,Renewed
8853,Derrick Reynolds,bakerjohn@parker-barnett.com,23,Female,19-12-2023,13-02-2024,Monthly,Auto-Renew,High,Renewed
8853,Derrick Reynolds,bakerjohn@parker-barnett.com,23,Female,13-02-2024,27-11-2024,Monthly,Manual,Medium,Renewed
8853,Derrick Reynolds,bakerjohn@parker-barnett.com,23,Female,27-11-2024,26-02-2025,Annual,Manual,High,Renewed
8853,Derrick Reynolds,bakerjohn@parker-barnett.com,23,Female,26-02-2025,20-03-2025,Quarterly,Auto-Renew,High,Renewed
8853,Derrick Reynolds,bakerjohn@parker-barnett.com,23,Female,20-03-2025,21-03-2025,Quarterly,Auto-Renew,High,Not Renewed
8416,Cynthia Mercado,amyclark@yahoo.com,27,Female,04-03-2023,03-03-2025,Quarterly,Auto-Renew,High,Renewed
8416,Cynthia Mercado,amyclark@yahoo.com,27,Female,03-03-2025,06-03-2025,Annual,Manual,Low,Renewed
8416,Cynthia Mercado,amyclark@yahoo.com,27,Female,06-03-2025,18-03-2025,Monthly,Manual,Low,Renewed
1203,Jessica Moore,lauren59@yahoo.com,40,Male,18-11-2024,21-12-2024,Quarterly,Manual,High,Renewed
1203,Jessica Moore,lauren59@yahoo.com,40,Male,21-12-2024,30-01-2025,Monthly,Auto-Renew,Medium,Renewed
8395,Colton Davis,joshua99@gmail.com,35,Female,20-03-2024,21-02-2025,Annual,Auto-Renew,High,Renewed
8395,Colton Davis,joshua99@gmail.com,35,Female,21-02-2025,27-02-2025,Annual,Auto-Renew,Medium,Renewed
4911,Denise Matthews,clarkefrancisco@davis-jensen.info,22,Female,21-06-2023,14-12-2023,Monthly,Manual,Low,Renewed
4911,Denise Matthews,clarkefrancisco@davis-jensen.info,22,Female,14-12-2023,27-12-2024,Quarterly,Auto-Renew,High,Renewed
4911,Denise Matthews,clarkefrancisco@davis-jensen.info,22,Female,27-12-2024,27-01-2025,Monthly,Manual,Medium,Renewed
4911,Denise Matthews,clarkefrancisco@davis-jensen.info,22,Female,27-01-2025,21-03-2025,Annual,Manual,Low,Not Renewed
2915,Rachel Harrison,brian73@yahoo.com,52,Female,16-05-2022,31-07-2024,Annual,Manual,High,Renewed
2360,Brian Palmer,reedjulie@morrison.com,18,Male,23-02-2023,25-01-2025,Quarterly,Manual,High,Renewed
5138,Alex Fowler,christie40@hotmail.com,25,Male,13-01-2024,15-07-2024,Annual,Auto-Renew,Medium,Renewed
5138,Alex Fowler,christie40@hotmail.com,25,Male,15-07-2024,15-08-2024,Monthly,Manual,High,Renewed
5138,Alex Fowler,christie40@hotmail.com,25,Male,15-08-2024,25-02-2025,Monthly,Auto-Renew,Medium,Not Renewed
5138,Alex Fowler,christie40@hotmail.com,25,Male,25-02-2025,04-03-2025,Monthly,Manual,Low,Renewed
5138,Alex Fowler,christie40@hotmail.com,25,Male,04-03-2025,18-03-2025,Annual,Auto-Renew,High,Renewed
3671,Beverly Martinez,brownjill@gmail.com,25,Female,05-03-2025,21-03-2025,Annual,Auto-Renew,Low,Renewed
3671,Beverly Martinez,brownjill@gmail.com,25,Female,21-03-2025,21-03-2025,Quarterly,Manual,High,Renewed
3671,Beverly Martinez,brownjill@gmail.com,25,Female,21-03-2025,21-03-2025,Annual,Manual,High,Renewed
3671,Beverly Martinez,brownjill@gmail.com,25,Female,21-03-2025,21-03-2025,Quarterly,Auto-Renew,High,Renewed
1022,Steven Wheeler,yfields@yahoo.com,38,Male,28-06-2024,15-08-2024,Annual,Auto-Renew,High,Renewed
2643,Antonio Ritter,alexsaunders@yates.com,19,Female,20-12-2023,04-11-2024,Monthly,Auto-Renew,Medium,Renewed
2643,Antonio Ritter,alexsaunders@yates.com,19,Female,04-11-2024,13-02-2025,Annual,Manual,Medium,Renewed
2643,Antonio Ritter,alexsaunders@yates.com,19,Female,13-02-2025,07-03-2025,Monthly,Auto-Renew,Medium,Not Renewed
2643,Antonio Ritter,alexsaunders@yates.com,19,Female,07-03-2025,16-03-2025,Annual,Auto-Renew,Low,Renewed
2643,Antonio Ritter,alexsaunders@yates.com,19,Female,16-03-2025,20-03-2025,Annual,Manual,High,Renewed
9717,Karen Johns,destinymason@marshall.com,29,Male,29-05-2023,04-09-2023,Annual,Auto-Renew,Low,Renewed
8866,Kathleen Ellis,raymond51@moore-fisher.com,43,Female,20-10-2023,30-12-2023,Monthly,Auto-Renew,Low,Not Renewed
5841,Erika Dennis,david34@woodard.net,34,Female,17-05-2023,16-12-2024,Monthly,Auto-Renew,Low,Not Renewed
5841,Erika Dennis,david34@woodard.net,34,Female,16-12-2024,24-02-2025,Quarterly,Auto-Renew,High,Renewed
4211,Brian Thomas,flemingjessica@rose.com,19,Male,17-02-2024,11-11-2024,Quarterly,Auto-Renew,High,Not Renewed
4211,Brian Thomas,flemingjessica@rose.com,19,Male,11-11-2024,06-12-2024,Monthly,Auto-Renew,High,Renewed
4211,Brian Thomas,flemingjessica@rose.com,19,Male,06-12-2024,05-02-2025,Monthly,Auto-Renew,Low,Renewed
4211,Brian Thomas,flemingjessica@rose.com,19,Male,05-02-2025,20-02-2025,Quarterly,Auto-Renew,Medium,Renewed
4211,Brian Thomas,flemingjessica@rose.com,19,Male,20-02-2025,24-02-2025,Monthly,Auto-Renew,High,Not Renewed
2809,Trevor Blanchard,jeffrey36@morales.com,29,Male,04-03-2024,25-09-2024,Quarterly,Auto-Renew,High,Not Renewed
2809,Trevor Blanchard,jeffrey36@morales.com,29,Male,25-09-2024,20-03-2025,Quarterly,Manual,Medium,Not Renewed
5749,Angela Wise,tmills@waters.com,51,Female,23-11-2022,01-02-2025,Quarterly,Manual,Medium,Not Renewed
7549,Andrew Alexander,kaylareed@gmail.com,31,Female,22-03-2022,13-08-2023,Monthly,Auto-Renew,Medium,Renewed
5128,Adriana Williams,perezjoyce@reyes-santos.com,29,Male,29-08-2023,03-08-2024,Annual,Manual,Low,Not Renewed
5128,Adriana Williams,perezjoyce@reyes-santos.com,29,Male,03-08-2024,14-11-2024,Monthly,Auto-Renew,Low,Not Renewed
5128,Adriana Williams,perezjoyce@reyes-santos.com,29,Male,14-11-2024,03-12-2024,Annual,Manual,Medium,Renewed
5128,Adriana Williams,perezjoyce@reyes-santos.com,29,Male,03-12-2024,06-02-2025,Annual,Manual,Medium,Not Renewed
8726,Angela Wright,adamevans@yahoo.com,32,Female,12-04-2022,09-01-2023,Annual,Auto-Renew,Low,Renewed
8726,Angela Wright,adamevans@yahoo.com,32,Female,09-01-2023,11-07-2023,Quarterly,Auto-Renew,Low,Renewed
8726,Angela Wright,adamevans@yahoo.com,32,Female,11-07-2023,20-01-2024,Quarterly,Manual,Medium,Renewed
8726,Angela Wright,adamevans@yahoo.com,32,Female,20-01-2024,18-09-2024,Monthly,Auto-Renew,Low,Renewed
8726,Angela Wright,adamevans@yahoo.com,32,Female,18-09-2024,24-01-2025,Quarterly,Auto-Renew,Medium,Renewed
5915,Jennifer Mcdaniel,holmespenny@lawson.info,53,Female,19-07-2024,06-02-2025,Monthly,Auto-Renew,High,Renewed
5915,Jennifer Mcdaniel,holmespenny@lawson.info,53,Female,06-02-2025,04-03-2025,Monthly,Auto-Renew,Low,Not Renewed
9128,Anthony Maxwell,christopherbrown@hotmail.com,42,Female,04-09-2023,22-02-2025,Quarterly,Auto-Renew,Medium,Renewed
9128,Anthony Maxwell,christopherbrown@hotmail.com,42,Female,22-02-2025,06-03-2025,Monthly,Auto-Renew,Medium,Renewed
6059,Lisa Coleman,drobinson@yahoo.com,42,Male,10-10-2022,18-02-2023,Quarterly,Manual,Low,Not Renewed
6059,Lisa Coleman,drobinson@yahoo.com,42,Male,18-02-2023,18-02-2025,Monthly,Manual,Low,Renewed
6059,Lisa Coleman,drobinson@yahoo.com,42,Male,18-02-2025,23-02-2025,Annual,Manual,Medium,Renewed
3127,Juan Sanders,bmartin@maynard.com,30,Male,05-11-2023,03-01-2024,Annual,Manual,Low,Renewed
3127,Juan Sanders,bmartin@maynard.com,30,Male,03-01-2024,14-12-2024,Monthly,Auto-Renew,High,Renewed
3127,Juan Sanders,bmartin@maynard.com,30,Male,14-12-2024,29-12-2024,Quarterly,Manual,Low,Not Renewed
7473,Jillian Lopez,amandamorales@yahoo.com,32,Female,30-06-2023,03-12-2023,Quarterly,Manual,High,Renewed
7473,Jillian Lopez,amandamorales@yahoo.com,32,Female,03-12-2023,27-01-2024,Monthly,Auto-Renew,Low,Renewed
7473,Jillian Lopez,amandamorales@yahoo.com,32,Female,27-01-2024,18-11-2024,Annual,Auto-Renew,High,Not Renewed
3644,Austin Bailey,brownalicia@burch-sellers.info,28,Male,21-09-2022,26-01-2025,Monthly,Manual,High,Renewed
3644,Austin Bailey,brownalicia@burch-sellers.info,28,Male,26-01-2025,27-02-2025,Quarterly,Auto-Renew,High,Not Renewed
3644,Austin Bailey,brownalicia@burch-sellers.info,28,Male,27-02-2025,20-03-2025,Monthly,Manual,High,Not Renewed
3644,Austin Bailey,brownalicia@burch-sellers.info,28,Male,20-03-2025,21-03-2025,Monthly,Auto-Renew,Medium,Renewed
3644,Austin Bailey,brownalicia@burch-sellers.info,28,Male,21-03-2025,21-03-2025,Monthly,Auto-Renew,Low,Not Renewed
3427,Amy Mack,amanda12@hatfield.info,25,Male,09-07-2024,07-12-2024,Annual,Manual,High,Not Renewed
3427,Amy Mack,amanda12@hatfield.info,25,Male,07-12-2024,27-12-2024,Annual,Manual,Low,Renewed
3427,Amy Mack,amanda12@hatfield.info,25,Male,27-12-2024,01-03-2025,Annual,Manual,Low,Renewed
3427,Amy Mack,amanda12@hatfield.info,25,Male,01-03-2025,06-03-2025,Quarterly,Manual,Medium,Renewed
3427,Amy Mack,amanda12@hatfield.info,25,Male,06-03-2025,17-03-2025,Quarterly,Manual,Medium,Renewed
7586,Karen Peters,russell04@gmail.com,25,Male,13-04-2024,12-03-2025,Monthly,Auto-Renew,Low,Renewed
7364,Krystal White,lisa30@gmail.com,52,Female,04-04-2022,11-09-2024,Annual,Manual,High,Renewed
2441,Andre Boone,jacobbutler@collins.org,23,Male,07-04-2023,27-09-2023,Quarterly,Manual,Medium,Renewed
2441,Andre Boone,jacobbutler@collins.org,23,Male,27-09-2023,19-11-2024,Quarterly,Auto-Renew,Medium,Renewed
9342,Aaron Bird,jclark@hotmail.com,54,Male,30-04-2022,27-12-2023,Annual,Auto-Renew,High,Not Renewed
9342,Aaron Bird,jclark@hotmail.com,54,Male,27-12-2023,17-08-2024,Monthly,Manual,Medium,Not Renewed
9342,Aaron Bird,jclark@hotmail.com,54,Male,17-08-2024,23-01-2025,Annual,Manual,Low,Renewed
9342,Aaron Bird,jclark@hotmail.com,54,Male,23-01-2025,17-02-2025,Annual,Manual,Low,Renewed
9342,Aaron Bird,jclark@hotmail.com,54,Male,17-02-2025,19-03-2025,Annual,Manual,High,Not Renewed
7904,Bradley Ross,bellkelly@green-robbins.net,25,Male,22-08-2023,14-12-2024,Quarterly,Manual,Medium,Not Renewed
7904,Bradley Ross,bellkelly@green-robbins.net,25,Male,14-12-2024,22-12-2024,Monthly,Manual,High,Renewed
1849,Bryan Robinson,sally73@hotmail.com,54,Female,08-04-2024,27-06-2024,Annual,Manual,Medium,Renewed
4247,John Ware,annaking@gmail.com,26,Female,17-06-2023,28-06-2024,Quarterly,Auto-Renew,High,Not Renewed
4247,John Ware,annaking@gmail.com,26,Female,28-06-2024,18-02-2025,Annual,Auto-Renew,High,Renewed
4427,Brittney Spencer,andreabrown@johnson-hale.net,30,Female,21-04-2023,09-05-2023,Annual,Manual,High,Renewed
4427,Brittney Spencer,andreabrown@johnson-hale.net,30,Female,09-05-2023,18-12-2023,Quarterly,Auto-Renew,Medium,Renewed
4427,Brittney Spencer,andreabrown@johnson-hale.net,30,Female,18-12-2023,21-04-2024,Quarterly,Manual,Medium,Not Renewed
4427,Brittney Spencer,andreabrown@johnson-hale.net,30,Female,21-04-2024,28-01-2025,Annual,Manual,Low,Renewed
4609,Dean Jones,kathy04@martin-rogers.com,18,Male,11-11-2024,21-12-2024,Quarterly,Manual,Low,Renewed
4609,Dean Jones,kathy04@martin-rogers.com,18,Male,21-12-2024,20-03-2025,Annual,Auto-Renew,Low,Not Renewed
4609,Dean Jones,kathy04@martin-rogers.com,18,Male,20-03-2025,21-03-2025,Quarterly,Auto-Renew,High,Not Renewed
4609,Dean Jones,kathy04@martin-rogers.com,18,Male,21-03-2025,21-03-2025,Annual,Manual,Low,Renewed
6064,Richard Williams,williamsanthony@gmail.com,21,Female,28-12-2022,27-01-2024,Monthly,Manual,High,Renewed
4716,Laura Soto,westrhonda@gmail.com,30,Female,02-08-2023,22-01-2024,Annual,Auto-Renew,Low,Not Renewed
3437,Annette Mcdowell,henryneal@buchanan.com,18,Female,01-11-2022,14-07-2024,Monthly,Auto-Renew,Medium,Not Renewed
3437,Annette Mcdowell,henryneal@buchanan.com,18,Female,14-07-2024,20-07-2024,Quarterly,Manual,Medium,Not Renewed
3437,Annette Mcdowell,henryneal@buchanan.com,18,Female,20-07-2024,10-11-2024,Quarterly,Auto-Renew,Medium,Renewed
5433,Christina Pitts,bruce85@ward.info,22,Female,05-08-2022,08-09-2024,Monthly,Manual,Low,Not Renewed
5433,Christina Pitts,bruce85@ward.info,22,Female,08-09-2024,09-09-2024,Monthly,Manual,Medium,Renewed
5433,Christina Pitts,bruce85@ward.info,22,Female,09-09-2024,21-02-2025,Annual,Manual,Medium,Renewed
5433,Christina Pitts,bruce85@ward.info,22,Female,21-02-2025,10-03-2025,Quarterly,Auto-Renew,High,Not Renewed
5433,Christina Pitts,bruce85@ward.info,22,Female,10-03-2025,12-03-2025,Quarterly,Manual,High,Renewed
5186,Brian Keith,cerickson@yahoo.com,22,Female,16-07-2022,17-08-2023,Monthly,Manual,Low,Not Renewed
5186,Brian Keith,cerickson@yahoo.com,22,Female,17-08-2023,22-06-2024,Quarterly,Manual,High,Not Renewed
5186,Brian Keith,cerickson@yahoo.com,22,Female,22-06-2024,29-10-2024,Annual,Manual,Low,Renewed
5186,Brian Keith,cerickson@yahoo.com,22,Female,29-10-2024,05-03-2025,Quarterly,Auto-Renew,High,Renewed
5186,Brian Keith,cerickson@yahoo.com,22,Female,05-03-2025,11-03-2025,Quarterly,Manual,Medium,Renewed
3865,John Benson,wpatton@walter-chang.com,62,Female,26-01-2024,19-03-2024,Monthly,Manual,High,Renewed
6883,Bradley Thomas,eanderson@hotmail.com,25,Female,10-06-2022,07-11-2023,Monthly,Auto-Renew,Medium,Renewed
6883,Bradley Thomas,eanderson@hotmail.com,25,Female,07-11-2023,19-12-2023,Monthly,Manual,Low,Not Renewed
6883,Bradley Thomas,eanderson@hotmail.com,25,Female,19-12-2023,20-12-2023,Annual,Manual,Medium,Renewed
6883,Bradley Thomas,eanderson@hotmail.com,25,Female,20-12-2023,13-03-2024,Monthly,Auto-Renew,High,Renewed
6883,Bradley Thomas,eanderson@hotmail.com,25,Female,13-03-2024,10-12-2024,Quarterly,Manual,Low,Not Renewed
4252,Dana Kaufman,frankpeterson@harrison-velasquez.org,35,Male,06-02-2025,21-03-2025,Monthly,Manual,Medium,Renewed
8282,Dawn Silva,brittanysparks@gmail.com,51,Female,11-02-2024,13-03-2024,Monthly,Auto-Renew,Low,Not Renewed
7194,Christian Fowler,blackthomas@wells.com,21,Female,15-04-2023,08-07-2023,Quarterly,Manual,High,Renewed
7194,Christian Fowler,blackthomas@wells.com,21,Female,08-07-2023,24-12-2024,Monthly,Manual,Low,Renewed
7194,Christian Fowler,blackthomas@wells.com,21,Female,24-12-2024,21-01-2025,Monthly,Auto-Renew,Medium,Not Renewed
